x,y,r,theta
394,173,100,318
394,173,100,318
394,173,100,318
394,173,100,319
394,173,100,319
394,173,100,319
394,173,100,319
394,173,100,319
395,174,100,319
395,174,100,319
395,174,100,319
395,174,100,319
395,174,100,319
395,174,100,320
395,174,100,320
395,175,100,320
395,175,100,320
396,175,100,320
396,175,100,320
396,175,100,320
396,175,100,320
396,175,100,320
396,175,100,320
396,176,100,321
396,176,100,321
396,176,100,321
397,176,100,321
397,176,100,321
397,176,100,321
397,176,100,321
397,177,100,321
397,177,100,321
397,177,100,321
397,177,100,322
397,177,100,322
398,177,100,322
398,177,100,322
398,177,100,322
398,178,100,322
398,178,100,322
398,178,100,322
398,178,100,322
398,178,100,322
398,178,100,323
398,178,100,323
399,179,100,323
399,179,100,323
399,179,100,323
399,179,100,323
399,179,100,323
399,179,100,323
399,179,100,323
399,180,100,323
399,180,100,324
400,180,100,324
400,180,100,324
400,180,100,324
400,180,100,324
400,180,100,324
400,181,100,324
400,181,100,324
400,181,100,324
400,181,100,324
400,181,100,325
401,181,100,325
401,181,100,325
401,182,100,325
401,182,100,325
401,182,100,325
401,182,100,325
401,182,100,325
401,182,100,325
401,182,100,325
401,183,100,326
402,183,100,326
402,183,100,326
402,183,100,326
402,183,100,326
402,183,100,326
402,183,100,326
402,184,100,326
402,184,100,326
402,184,100,326
402,184,100,327
402,184,100,327
403,184,100,327
403,184,100,327
403,185,100,327
403,185,100,327
403,185,100,327
403,185,100,327
403,185,100,327
403,185,100,327
403,186,100,328
403,186,100,328
403,186,100,328
404,186,100,328
404,186,100,328
404,186,100,328
404,186,100,328
404,187,100,328
404,187,100,328
404,187,100,328
404,187,100,329
404,187,100,329
404,187,100,329
404,187,100,329
405,188,100,329
405,188,100,329
405,188,100,329
405,188,100,329
405,188,100,329
405,188,100,329
405,189,100,330
405,189,100,330
405,189,100,330
405,189,100,330
405,189,100,330
406,189,100,330
406,189,100,330
406,190,100,330
406,190,100,330
406,190,100,330
406,190,100,331
406,190,100,331
406,190,100,331
406,190,100,331
406,191,100,331
406,191,100,331
406,191,100,331
407,191,100,331
407,191,100,331
407,191,100,331
407,192,100,332
407,192,100,332
407,192,100,332
407,192,100,332
407,192,100,332
407,192,100,332
407,192,100,332
407,193,100,332
407,193,100,332
408,193,100,332
408,193,100,333
408,193,100,333
408,193,100,333
408,194,100,333
408,194,100,333
408,194,100,333
408,194,100,333
408,194,100,333
408,194,100,333
408,195,100,333
408,195,100,334
408,195,100,334
409,195,100,334
409,195,100,334
409,195,100,334
409,195,100,334
409,196,100,334
409,196,100,334
409,196,100,334
409,196,100,334
409,196,100,335
409,196,100,335
409,197,100,335
409,197,100,335
409,197,100,335
410,197,100,335
410,197,100,335
410,197,100,335
410,198,100,335
410,198,100,335
410,198,100,336
410,198,100,336
410,198,100,336
410,198,100,336
410,198,100,336
410,199,100,336
410,199,100,336
410,199,100,336
410,199,100,336
410,199,100,336
411,199,100,337
411,200,100,337
411,200,100,337
411,200,100,337
411,200,100,337
411,200,100,337
411,200,100,337
411,201,100,337
411,201,100,337
411,201,100,337
411,201,100,338
411,201,100,338
411,201,100,338
411,202,100,338
411,202,100,338
412,202,100,338
412,202,100,338
412,202,100,338
412,202,100,338
412,203,100,338
412,203,100,339
412,203,100,339
412,203,100,339
412,203,100,339
412,203,100,339
412,203,100,339
412,204,100,339
412,204,100,339
412,204,100,339
412,204,100,339
412,204,100,340
413,204,100,340
413,205,100,340
413,205,100,340
413,205,100,340
413,205,100,340
413,205,100,340
413,205,100,340
413,206,100,340
413,206,100,340
413,206,100,341
413,206,100,341
413,206,100,341
413,206,100,341
413,207,100,341
413,207,100,341
413,207,100,341
413,207,100,341
414,207,100,341
414,207,100,341
414,208,100,342
414,208,100,342
414,208,100,342
414,208,100,342
414,208,100,342
414,208,100,342
414,209,100,342
414,209,100,342
414,209,100,342
414,209,100,342
414,209,100,343
414,209,100,343
414,210,100,343
414,210,100,343
414,210,100,343
414,210,100,343
414,210,100,343
414,210,100,343
415,211,100,343
415,211,100,343
415,211,100,344
415,211,100,344
415,211,100,344
415,211,100,344
415,212,100,344
415,212,100,344
415,212,100,344
415,212,100,344
415,212,100,344
415,212,100,344
415,213,100,345
415,213,100,345
415,213,100,345
415,213,100,345
415,213,100,345
415,213,100,345
415,214,100,345
415,214,100,345
415,214,100,345
415,214,100,345
416,214,100,346
416,214,100,346
416,215,100,346
416,215,100,346
416,215,100,346
416,215,100,346
416,215,100,346
416,216,100,346
416,216,100,346
416,216,100,346
416,216,100,347
416,216,100,347
416,216,100,347
416,217,100,347
416,217,100,347
416,217,100,347
416,217,100,347
416,217,100,347
416,217,100,347
416,218,100,347
416,218,100,348
416,218,100,348
416,218,100,348
416,218,100,348
416,218,100,348
416,219,100,348
417,219,100,348
417,219,100,348
417,219,100,348
417,219,100,348
417,219,100,349
417,220,100,349
417,220,100,349
417,220,100,349
417,220,100,349
417,220,100,349
417,220,100,349
417,221,100,349
417,221,100,349
417,221,100,349
417,221,100,350
417,221,100,350
417,222,100,350
417,222,100,350
417,222,100,350
417,222,100,350
417,222,100,350
417,222,100,350
417,223,100,350
417,223,100,350
417,223,100,351
417,223,100,351
417,223,100,351
417,223,100,351
417,224,100,351
417,224,100,351
417,224,100,351
417,224,100,351
417,224,100,351
418,224,100,351
418,225,100,352
418,225,100,352
418,225,100,352
418,225,100,352
418,225,100,352
418,225,100,352
418,226,100,352
418,226,100,352
418,226,100,352
418,226,100,352
418,226,100,353
418,227,100,353
418,227,100,353
418,227,100,353
418,227,100,353
418,227,100,353
418,227,100,353
418,228,100,353
418,228,100,353
418,228,100,353
418,228,100,354
418,228,100,354
418,228,100,354
418,229,100,354
418,229,100,354
418,229,100,354
418,229,100,354
418,229,100,354
418,229,100,354
418,230,100,354
418,230,100,355
418,230,100,355
418,230,100,355
418,230,100,355
418,231,100,355
418,231,100,355
418,231,100,355
418,231,100,355
418,231,100,355
418,231,100,355
418,232,100,356
418,232,100,356
418,232,100,356
418,232,100,356
418,232,100,356
418,232,100,356
418,233,100,356
418,233,100,356
418,233,100,356
418,233,100,356
418,233,100,357
418,233,100,357
418,234,100,357
418,234,100,357
418,234,100,357
418,234,100,357
418,234,100,357
418,235,100,357
418,235,100,357
418,235,100,357
418,235,100,358
418,235,100,358
418,235,100,358
418,236,100,358
418,236,100,358
418,236,100,358
418,236,100,358
418,236,100,358
418,236,100,358
418,237,100,358
418,237,100,359
418,237,100,359
418,237,100,359
418,237,100,359
418,237,100,359
418,238,100,359
418,238,100,359
418,238,100,359
418,238,100,359
418,238,100,359
